工步,模式編號,模式工步編號,模式,功率(W),工步編號,循環,迴圈,測試時間,執行時間(毫秒),實際開始時間,實際時間(毫秒),工步種類,電壓(V),電流(A),電量(Ah),能量(KWh),ACR(mOhm),DCIR,總電量(Ah),子工步編號,子迴圈,子循環,子工步種類,狀態,迴圈3,迴圈4,工步執行時間(時:分:秒 毫秒),充電電量(Ah),放電電量(Ah),總能量(KWh),LC電流(mA),Remark,描述,溫度1(℃),溫度2(℃),溫度3(℃),溫度4(℃),溫度5(℃),溫度6(℃),溫度7(℃),溫度8(℃),Voltage(mV)_R1,Current(mA)_R1,RemainingCapacity(mAH)_R1,FullChargeCapacity(mAH)_R1,CycleCount_R1,SOH(%)_R1,RSOC(%)_R1,CHG_R1,DSG_R1,PDSG_R1,HCFET_R1,CB_R1,GPIOB_R1,CUV_R1,COV_R1,OCC_R1,OCD_R1,AOLD_R1,AOLDL_R1,ASCD_R1,ASCDL_R1,OTC_R1,OTD_R1,UTC_R1,UTD_R1,LED_ERROR0_R1,PT_CTL01_R1,PT_CTL2_R1,CellVoltage1(mV)_R2,CellVoltage2(mV)_R2,CellVoltage3(mV)_R2,CellVoltage4(mV)_R2,CellVoltage5(mV)_R2,CellVoltage6(mV)_R2,CellVoltage7(mV)_R2,CellVoltage8(mV)_R2,CellVoltage9(mV)_R2,CellVoltage10(mV)_R2,CellVoltage11(mV)_R2,CellVoltage12(mV)_R2,CellVoltage13(mV)_R2,CellVoltage14(mV)_R2,CellVoltage15(mV)_R2,CellVoltage16(mV)_R2,TS1(C)_R2,TS2(C)_R2,TS3(C)_R2,TS4(C)_R2,TS5(C)_R2,TS6(C)_R2,OFSSET0<2000_R3,OFSSET1<2200_R3,OFSSET2<2400_R3,OFSSET3<2600_R3,OFSSET4<2800_R3,OFSSET5<3000_R3,OFSSET6<3200_R3,OFSSET7<3400_R3,OFSSET8<3600_R3,OFSSET9<3800_R3,ORG_CELL16_R3,FIX_CELL16_R3,TS7(C)_R4,MaxError_R4,PendingEDV_R4,ExtAveCellVoltage(mV)_R4,BatteryStatus_R4,OperationStatus0_R4,OperationStatus1_R4,SafetyStatus0_R4,SafetyStatus1_R4,GaugingStatus_R4,GS_EDV2_R4,GS_EDV1_R4,GS_EDV0_R4,GS_TC_R4,GS_TD_R4,GS_FC_R4,GS_FD_R4,GS_BALOK_R4,GS_DSG_R4,GS_CF_R4,GS_REST_R4,GS_OCVFR_R4,GS_FCCX_R4,GS_VDQ_R4,Serial_Number1_R5,Serial_Number2_R5,Serial_Number3_R5,Manufacturer_Name1_R5,Manufacturer_Name2_R5,Manufacturer_Name3_R5,Manufacture_Date_R6,BMS_Serial_Number_R6,Device_Chemistry_R6,BMS_FW_VER1_R6,BMS_FW_VER2_R6,BMS_FW_DATE_R6,EDV0_R7,EDV1_R7,EDV2_R7,HV1,HV2,HV3,HV4,HV5,HV6,HV7,HV8,HV9,HV10,HV11,HV12,HV13,HV14,HV15,HV16,HV17,HT1,HT2,HT3,HT4,HT5,HT6,HT7,HT8,HT9,HT10,HT11,HT12,HT13
3,0,3,1,-2495.777,3,1,1,2025-03-07 09:32:30.915,2443550,2025-03-07 09:32:31.145,2443780,CC Discharge,49.9167,49.9989,25.0328,1.2541,0,0,24.9462,0,0,0,REST,CC_Discharge,1,1,00:30:06 000,0.0866,25.0328,1.2494,0,,,0,0,0,0,0,0,0,0,50562,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3161,3161,3160,3159,3159,3162,3159,3159,3159,3159,3158,3160,3160,3159,3159,3162,30,34,28,31,47,27,14,16,17,15,17,15,20,23,23,27,3142,3162,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0105,0.0155,0.008,0,-0.002,-0.002,-0.0025,0.0045,0.008,0.0165,0.0005,-0.017,-0.013,0.005,0.021,-0.0325,-0.0025,22.3,22.2,22.1,22.2,22.2,22.2,22.3,22.4,22.1,22,22.1,22.1,22
3,0,3,1,-2495.7332,3,1,1,2025-03-07 09:32:33.915,2446550,2025-03-07 09:32:34.145,2446780,CC Discharge,49.9159,49.9987,25.0745,1.2562,0,0,24.9879,0,0,0,REST,CC_Discharge,1,1,00:30:09 000,0.0866,25.0745,1.2515,0,,,0,0,0,0,0,0,0,0,50551,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3161,3161,3160,3159,3158,3162,3159,3159,3159,3159,3158,3160,3160,3159,3159,3162,30,34,28,30,47,27,14,16,17,15,17,15,20,23,23,27,3142,3162,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.001,-0.002,-0.0015,0.0045,0.0055,0.0085,0.007,-0.001,-0.0045,-0.026,-0.0215,0.0095,0.012,-0.007,-0.017,-0.004,-0.0035,22.3,22.2,22.1,22,22.2,22.1,22.4,22.4,22.1,22.1,22.1,22,22.1
3,0,3,1,-2495.815,3,1,1,2025-03-07 09:32:36.915,2449550,2025-03-07 09:32:37.145,2449780,CC Discharge,49.9173,49.999,25.116,1.2583,0,0,25.0294,0,0,0,REST,CC_Discharge,1,1,00:30:12 000,0.0866,25.116,1.2536,0,,,0,0,0,0,0,0,0,0,50550,-50170,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3161,3161,3160,3159,3158,3162,3159,3159,3158,3159,3159,3159,3160,3159,3159,3161,30,34,28,30,47,27,14,16,17,15,17,15,20,23,23,27,3141,3161,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.0105,-0.014,-0.008,-0.0095,-0.0095,-0.013,-0.0105,-0.004,-0.0025,0.0245,0.0305,-0.0055,-0.016,-0.0055,0.0015,0.033,-0.005,22.4,22.2,22.1,22.1,22.1,22.1,22.3,22.3,22.1,22.2,22.1,22,22
3,0,3,1,-2495.6601,3,1,1,2025-03-07 09:32:39.915,2452550,2025-03-07 09:32:40.145,2452780,CC Discharge,49.9145,49.9987,25.1577,1.2604,0,0,25.071,0,0,0,REST,CC_Discharge,1,1,00:30:15 000,0.0866,25.1577,1.2557,0,,,0,0,0,0,0,0,0,0,50552,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3161,3161,3160,3159,3158,3161,3159,3159,3158,3159,3158,3160,3160,3159,3159,3162,30,34,28,30,47,27,14,16,17,15,17,15,20,23,23,27,3142,3162,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.01,-0.0125,-0.007,-0.009,-0.009,-0.013,-0.01,-0.003,-0.0015,0.025,0.03,-0.006,-0.0175,-0.005,0.003,0.0295,-0.0045,22.3,22.1,22,22.1,22.1,22.2,22.3,22.4,22,22.1,22.1,22,22.2
3,0,3,1,-2495.6109,3,1,1,2025-03-07 09:32:42.915,2455550,2025-03-07 09:32:43.145,2455780,CC Discharge,49.9134,49.9988,25.1992,1.2625,0,0,25.1126,0,0,0,REST,CC_Discharge,1,1,00:30:18 000,0.0866,25.1992,1.2577,0,,,0,0,0,0,0,0,0,0,50551,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3161,3161,3160,3159,3159,3161,3159,3159,3158,3159,3158,3160,3160,3159,3159,3162,30,34,28,30,47,27,14,16,17,15,17,15,20,23,23,27,3142,3162,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.005,-0.0095,-0.0065,0.002,0.0045,0.007,0.005,-0.003,-0.005,-0.0215,-0.013,0.012,0.0115,-0.0085,-0.0225,0.0095,-0.0035,22.3,22.2,22.2,22.1,22.1,22.1,22.2,22.2,22,22.1,22.1,22,22.1
3,0,3,1,-2495.6012,3,1,1,2025-03-07 09:32:45.915,2458550,2025-03-07 09:32:46.145,2458780,CC Discharge,49.9133,49.9987,25.2407,1.2645,0,0,25.1541,0,0,0,REST,CC_Discharge,1,1,00:30:21 000,0.0866,25.2407,1.2598,0,,,0,0,0,0,0,0,0,0,50553,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3161,3161,3160,3159,3158,3161,3159,3159,3158,3159,3158,3160,3160,3159,3158,3163,30,34,28,30,47,27,14,16,17,15,17,15,20,23,23,27,3143,3163,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0005,0.001,0.0005,-0.0055,-0.0065,-0.009,-0.007,0.001,0.0035,0.0245,0.0175,-0.013,-0.016,0.0015,0.014,-0.0015,-0.003,22.3,22.2,22.2,22.1,22.2,22,22.2,22.3,22,22.1,22,22,22.1
3,0,3,1,-2495.5386,3,1,1,2025-03-07 09:32:48.915,2461550,2025-03-07 09:32:49.145,2461780,CC Discharge,49.9119,49.9989,25.2824,1.2666,0,0,25.1958,0,0,0,REST,CC_Discharge,1,1,00:30:24 000,0.0866,25.2824,1.2619,0,,,0,0,0,0,0,0,0,0,50552,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3161,3161,3160,3159,3158,3161,3159,3159,3158,3158,3158,3160,3159,3159,3159,3162,30,34,28,30,47,27,14,16,17,15,17,15,20,23,23,27,3141,3161,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.0165,-0.0245,-0.015,-0.0075,-0.0055,-0.0055,-0.004,-0.0075,-0.0115,-0.006,0.0145,0.0125,0.0005,-0.012,-0.0235,0.0485,-0.0035,22.3,22.2,22.1,22.2,22.1,22.1,22.2,22.2,22,22.1,21.9,22,22.1
3,0,3,1,-2495.4477,3,1,1,2025-03-07 09:32:51.915,2464550,2025-03-07 09:32:52.145,2464780,CC Discharge,49.9103,49.9987,25.3239,1.2687,0,0,25.2373,0,0,0,REST,CC_Discharge,1,1,00:30:27 000,0.0866,25.3239,1.264,0,,,0,0,0,0,0,0,0,0,50551,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3160,3161,3160,3159,3158,3161,3159,3159,3158,3159,3158,3160,3159,3159,3159,3161,30,34,28,31,47,28,14,16,17,15,17,15,20,23,23,27,3142,3162,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.0175,-0.0245,-0.0145,-0.0085,-0.0095,-0.0115,-0.0085,-0.0085,-0.01,0.006,0.0235,0.0065,-0.005,-0.01,-0.0155,0.0525,-0.004,22.2,22.2,22.1,22.1,22.1,22.2,22.3,22.4,22,22.1,22,22,22.1
3,0,3,1,-2495.5661,3,1,1,2025-03-07 09:32:54.915,2467550,2025-03-07 09:32:55.145,2467780,CC Discharge,49.9125,49.9988,25.3656,1.2708,0,0,25.279,0,0,0,REST,CC_Discharge,1,1,00:30:30 000,0.0866,25.3656,1.266,0,,,0,0,0,0,0,0,0,0,50553,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3161,3161,3160,3159,3158,3161,3159,3159,3158,3159,3158,3160,3159,3159,3158,3163,30,34,28,31,47,27,14,16,17,15,17,15,20,23,23,27,3143,3163,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0065,0.0085,0.0035,0.007,0.0075,0.012,0.008,0.003,0,-0.026,-0.03,0.004,0.013,-0.0015,-0.01,-0.024,-0.0015,22.3,22.2,22.3,22.2,22.2,22.1,22.3,22.4,22,22,22,22,22.3
3,0,3,1,-2495.4961,3,1,1,2025-03-07 09:32:57.915,2470550,2025-03-07 09:32:58.145,2470780,CC Discharge,49.9111,49.9988,25.4071,1.2728,0,0,25.3205,0,0,0,REST,CC_Discharge,1,1,00:30:33 000,0.0866,25.4071,1.2681,0,,,0,0,0,0,0,0,0,0,50554,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3161,3161,3160,3159,3158,3163,3159,3158,3158,3158,3159,3160,3159,3159,3159,3164,30,34,28,31,47,27,14,16,17,15,17,15,20,23,23,27,3143,3163,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.017,-0.025,-0.015,-0.008,-0.007,-0.0095,-0.006,-0.008,-0.0105,-0.0005,0.019,0.0105,0,-0.012,-0.021,0.0515,-0.0045,22.4,22.2,22.1,22.2,22.1,22.2,22.4,22.3,22.1,22,21.9,22.1,22.2
3,0,3,1,-2495.2747,3,1,1,2025-03-07 09:33:00.915,2473550,2025-03-07 09:33:01.145,2473780,CC Discharge,49.9067,49.9988,25.4486,1.2749,0,0,25.362,0,0,0,REST,CC_Discharge,1,1,00:30:36 000,0.0866,25.4486,1.2702,0,,,0,0,0,0,0,0,0,0,50552,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3161,3161,3160,3159,3158,3161,3159,3158,3158,3159,3158,3160,3159,3158,3159,3162,30,34,28,31,47,27,14,16,17,15,17,15,20,23,23,27,3142,3162,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.0115,-0.0165,-0.01,-0.001,0,0.0025,0.0025,-0.004,-0.0085,-0.018,-0.004,0.0145,0.009,-0.009,-0.025,0.027,-0.004,22.4,22.3,22.2,22.2,22.1,22.2,22.4,22.4,22.1,22,22,22,22.2
3,0,3,1,-2495.2916,3,1,1,2025-03-07 09:33:03.915,2476550,2025-03-07 09:33:04.145,2476780,CC Discharge,49.9071,49.9988,25.4903,1.277,0,0,25.4037,0,0,0,REST,CC_Discharge,1,1,00:30:39 000,0.0866,25.4903,1.2723,0,,,0,0,0,0,0,0,0,0,50552,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3161,3161,3160,3159,3158,3161,3159,3158,3158,3159,3158,3160,3159,3159,3159,3162,30,34,28,31,47,28,14,16,17,15,17,15,20,23,23,27,3142,3162,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0,0,-0.001,0.005,0.0055,0.01,0.007,0,-0.0035,-0.026,-0.023,0.0085,0.012,-0.0065,-0.015,-0.0085,-0.0035,22.3,22.2,22.2,22.1,22.1,22.2,22.4,22.4,22.1,22.1,22.1,22.1,22.2
3,0,3,1,-2495.3662,3,1,1,2025-03-07 09:33:06.915,2479550,2025-03-07 09:33:07.145,2479780,CC Discharge,49.9087,49.9986,25.5318,1.2791,0,0,25.4452,0,0,0,REST,CC_Discharge,1,1,00:30:42 000,0.0866,25.5318,1.2743,0,,,0,0,0,0,0,0,0,0,50551,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3160,3161,3160,3159,3158,3161,3159,3158,3158,3158,3158,3160,3159,3158,3159,3161,30,34,28,31,47,28,14,16,17,15,17,15,20,23,23,27,3141,3161,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0155,0.022,0.0125,0.005,0.004,0.005,0.002,0.0075,0.011,0.006,-0.015,-0.015,-0.0055,0.007,0.0195,-0.051,-0.002,22.3,22.1,22.2,22.2,22.1,22.2,22.4,22.4,22.1,22.2,22.1,22.1,22
3,0,3,1,-2495.1631,3,1,1,2025-03-07 09:33:09.915,2482550,2025-03-07 09:33:10.145,2482780,CC Discharge,49.9044,49.9988,25.5735,1.2811,0,0,25.4869,0,0,0,REST,CC_Discharge,1,1,00:30:45 000,0.0866,25.5735,1.2764,0,,,0,0,0,0,0,0,0,0,50551,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3160,3161,3160,3159,3158,3160,3158,3158,3158,3158,3158,3160,3159,3158,3158,3161,30,34,28,31,47,27,14,16,17,15,17,15,20,23,23,27,3141,3161,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.0165,-0.024,-0.0145,-0.007,-0.0045,-0.0045,-0.003,-0.0075,-0.011,-0.0065,0.0115,0.0125,0.002,-0.012,-0.0245,0.046,-0.0035,22.2,22.3,22.2,22.3,22.2,22.2,22.3,22.3,22.1,22,22.1,22,22.2
3,0,3,1,-2495.1446,3,1,1,2025-03-07 09:33:12.915,2485550,2025-03-07 09:33:13.145,2485780,CC Discharge,49.9042,49.9987,25.615,1.2832,0,0,25.5284,0,0,0,REST,CC_Discharge,1,1,00:30:48 000,0.0866,25.615,1.2785,0,,,0,0,0,0,0,0,0,0,50551,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3160,3161,3160,3159,3158,3160,3159,3158,3158,3158,3158,3160,3159,3158,3159,3161,30,34,28,31,47,27,14,16,17,15,17,15,20,23,23,27,3141,3161,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.005,-0.0055,-0.0035,-0.0075,-0.0075,-0.0115,-0.009,-0.001,0.0005,0.025,0.025,-0.0095,-0.0165,-0.003,0.0075,0.015,-0.004,22.2,22.2,22.3,22.2,22.2,22.3,22.4,22.5,22.1,22.3,22.2,22.1,22.2
3,0,3,1,-2495.3128,3,1,1,2025-03-07 09:33:15.915,2488550,2025-03-07 09:33:16.145,2488780,CC Discharge,49.9073,49.999,25.6566,1.2853,0,0,25.5699,0,0,0,REST,CC_Discharge,1,1,00:30:51 000,0.0866,25.6566,1.2806,0,,,0,0,0,0,0,0,0,0,50542,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3160,3161,3160,3159,3158,3160,3159,3158,3158,3158,3157,3160,3159,3158,3158,3161,30,34,28,31,47,28,14,16,17,15,17,15,20,23,23,27,3141,3161,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0055,0.007,0.0025,0.0065,0.007,0.0115,0.008,0.001,0,-0.0255,-0.0295,0.005,0.0135,-0.001,-0.011,-0.0245,-0.002,22.3,22.3,22.2,22.1,22.2,22.2,22.4,22.5,22.1,22.1,22,22,22.2
3,0,3,1,-2494.9964,3,1,1,2025-03-07 09:33:18.915,2491550,2025-03-07 09:33:19.145,2491780,CC Discharge,49.9012,49.9987,25.6982,1.2874,0,0,25.6116,0,0,0,REST,CC_Discharge,1,1,00:30:54 000,0.0866,25.6982,1.2826,0,,,0,0,0,0,0,0,0,0,50540,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3160,3160,3160,3158,3158,3160,3158,3158,3158,3158,3157,3159,3159,3158,3158,3160,30,34,28,31,47,28,14,16,17,15,17,15,20,23,23,27,3140,3160,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.003,-0.0055,-0.0045,0.0035,0.005,0.0085,0.0055,-0.002,-0.0045,-0.024,-0.0185,0.011,0.012,-0.0075,-0.02,0.003,-0.0025,22.3,22.2,22.2,22.2,22.2,22.2,22.4,22.4,22,22.1,22.2,22.1,22.1
3,0,3,1,-2494.9596,3,1,1,2025-03-07 09:33:21.915,2494550,2025-03-07 09:33:22.145,2494780,CC Discharge,49.9003,49.9989,25.7397,1.2894,0,0,25.6531,0,0,0,REST,CC_Discharge,1,1,00:30:57 000,0.0866,25.7397,1.2847,0,,,0,0,0,0,0,0,0,0,50541,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3160,3160,3160,3159,3157,3160,3158,3158,3158,3158,3157,3160,3159,3158,3158,3161,30,34,28,31,47,28,14,16,17,15,17,15,20,23,23,27,3141,3161,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.001,-0.001,-0.0005,-0.007,-0.0075,-0.0105,-0.008,0.0005,0.0035,0.0255,0.021,-0.0115,-0.016,0.0015,0.012,0.004,-0.0035,22.3,22.2,22.1,22,22.1,22.3,22.4,22.5,22.1,22.2,22.2,22.2,22.1
3,0,3,1,-2494.8594,3,1,1,2025-03-07 09:33:24.915,2497550,2025-03-07 09:33:25.145,2497780,CC Discharge,49.8985,49.9987,25.7814,1.2915,0,0,25.6948,0,0,0,REST,CC_Discharge,1,1,00:31:00 000,0.0866,25.7814,1.2868,0,,,0,0,0,0,0,0,0,0,50540,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3160,3160,3160,3158,3158,3160,3158,3158,3157,3158,3157,3160,3159,3158,3158,3160,30,34,28,31,47,28,14,16,17,15,17,15,20,23,23,27,3140,3160,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0045,0.0085,0.005,-0.003,-0.005,-0.007,-0.005,0.003,0.006,0.02,0.009,-0.016,-0.0155,0.0035,0.018,-0.0165,-0.0045,22.3,22.1,22.2,22.1,22.1,22.2,22.5,22.4,22.2,22.2,22.2,22.1,22
3,0,3,1,-2494.8018,3,1,1,2025-03-07 09:33:27.915,2500550,2025-03-07 09:33:28.145,2500780,CC Discharge,49.8972,49.9988,25.8229,1.2936,0,0,25.7363,0,0,0,REST,CC_Discharge,1,1,00:31:03 000,0.0866,25.8229,1.2889,0,,,0,0,0,0,0,0,0,0,50541,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3160,3160,3160,3158,3157,3160,3158,3158,3157,3158,3157,3159,3159,3158,3158,3161,30,34,28,31,47,28,14,16,17,15,17,15,20,23,23,27,3141,3161,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.013,0.0195,0.0115,0.0025,0.0005,0,0,0.0065,0.0085,0.011,-0.006,-0.0165,-0.011,0.0065,0.022,-0.042,-0.002,22.3,22.2,22.2,22.2,22.1,22.2,22.5,22.5,22.1,22.2,22.1,22.1,22.1
3,0,3,1,-2494.8022,3,1,1,2025-03-07 09:33:30.915,2503550,2025-03-07 09:33:31.145,2503780,CC Discharge,49.8974,49.9986,25.8645,1.2957,0,0,25.7778,0,0,0,REST,CC_Discharge,1,1,00:31:06 000,0.0866,25.8645,1.2909,0,,,0,0,0,0,0,0,0,0,50542,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3159,3160,3160,3158,3157,3160,3158,3158,3157,3158,3157,3159,3159,3158,3158,3162,30,34,28,31,47,28,14,16,17,15,17,15,20,23,23,27,3143,3163,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.0145,-0.02,-0.0115,-0.0095,-0.0095,-0.0125,-0.0095,-0.006,-0.005,0.018,0.0295,0,-0.012,-0.008,-0.0055,0.044,-0.005,22.4,22.1,22.2,22.1,22.2,22.2,22.6,22.5,22.1,22.3,22.1,22.2,22.2
3,0,3,1,-2494.8463,3,1,1,2025-03-07 09:33:33.915,2506550,2025-03-07 09:33:34.145,2506780,CC Discharge,49.8981,49.9988,25.9061,1.2977,0,0,25.8195,0,0,0,REST,CC_Discharge,1,1,00:31:09 000,0.0866,25.9061,1.293,0,,,0,0,0,0,0,0,0,0,50542,-50160,0,45000,0,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3159,3160,3160,3158,3157,3160,3158,3158,3157,3158,3157,3160,3159,3157,3158,3162,30,34,28,31,47,28,14,16,17,15,17,15,20,23,23,27,3142,3162,-273,100,3045,3158,2256,263,0,0,0,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.012,0.017,0.009,0.008,0.008,0.012,0.0095,0.005,0.004,-0.021,-0.032,-0.001,0.0085,0.003,0.0005,-0.045,-0.0025,22.4,22.2,22.3,22.2,22.1,22.3,22.5,22.5,22.1,22.2,22.2,22.1,22.2
